パレットNo,セット位置,製品コード,吐出パターン番号,位置番号,傾き,A剤流圧(Mpa),B剤流圧(Mpa),A剤タンク1圧力(Mpa),A剤タンク2圧力(Mpa),B剤タンク1圧力(Mpa),B剤タンク2圧力(Mpa),A剤使用中タンク,B剤使用中タンク,A剤配合比速度(Hz),B剤配合比速度(Hz),生産総合流速(％),生産吐出時間(sec),X座標,Y座標,Z座標,余熱時間,硬化時間,投入開始日時,取出終了日時,余熱開始日時,余熱終了日時,注入開始日時,注入終了日時,硬化開始日時,硬化終了日時,生産日,製品コード(7桁),リレーケース名,注入時間,パレットR/T（分）
13,2番目,EZHJ0084352FFBH,1,1,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1100,1141,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.96666667
13,1番目,FBGJ0084352FBCE,1,1,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1100,1141,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.96666667
12,4番目,EJWJ0264352EE04,6,12,無,0.15,0.15,0.044,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,776,360.0,290,1106,1142,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,11.00000006,38.93333333
27,2番目,EZHJ008435308C/,1,1,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1107,1150,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.06666667
12,3番目,EWRJ0044352F832,6,35,無,0.13,0.14,0.044,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,571,366.8,290,1106,1142,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EWRJ004,,9.999999823,38.93333333
12,1番目,FBGJ0084352EEFJ,1,1,無,0.15,0.16,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1106,1142,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.93333333
17,4番目,EJWJ0264352ECBD,6,12,無,0.15,0.15,0.044,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,776,360.0,290,1101,1140,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,11.00000006,38.95
17,3番目,EWRJ0044352F80%,6,35,無,0.14,0.14,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,571,366.8,290,1101,1140,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EWRJ004,,9.999999823,38.95
17,2番目,FBGJ0084352EFEJ,1,1,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1101,1140,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.95
17,1番目,FBGJ0084352FB9B,1,1,無,0.15,0.16,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1101,1140,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.95
26,4番目,EJWJ0264352EE26,6,12,無,0.15,0.15,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,776,360.0,290,1100,1146,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,9.999999823,38.88333334
26,3番目,EWRJ0044352F7EC,6,35,無,0.15,0.15,0.044,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,571,366.8,290,1100,1146,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EWRJ004,,9.999999823,38.88333334
12,2番目,FBGJ0084352FBAC,1,1,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1106,1142,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.93333333
49,4番目,ENGJ0044352FD37,18,30,無,0.24,0.24,0.044,0.045,0.045,0.05,タンク1,タンク2,50.8,60,100.0,7.1,782,276.0,290,1101,1138,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ENGJ004,,12.9999999,38.83333334
27,3番目,FCNJ0014352F854,5,33,無,0.19,0.19,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,620,356.5,290,1107,1150,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FCNJ001,,9.999999823,39.06666667
42,1番目,EZHJ0084353090T,1,1,無,0.16,0.16,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1101,1150,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.13333333
41,2番目,FEEJ00343530D4.,1,2,無,0.16,0.16,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,445,351.0,290,1076,1149,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.76666667
41,1番目,FEEJ00343530D6$,1,2,無,0.17,0.17,0.043,0.045,0.045,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,215,351.0,290,1076,1149,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,38.76666667
37,4番目,ECAJ012435307B ,9,15,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,7.4,860,405.0,290,1074,1155,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,12.9999999,38.76666667
37,3番目,FHFJ0024352FCEH,18,20,無,0.24,0.23,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,100.0,7.1,701,317.0,290,1074,1155,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FHFJ002,,12.00000029,38.76666667
37,2番目,FEEJ00343530C4-,1,2,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,445,351.0,290,1074,1155,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.76666667
37,1番目,FEEJ00343530D5 ,1,2,無,0.17,0.17,0.043,0.045,0.045,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,215,351.0,290,1074,1155,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.76666667
33,4番目,ECAJ0124353076X,9,15,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,7.4,860,405.0,290,1063,1153,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,13.00000052,38.61666666
33,3番目,FFRJ0034352FCDG,18,20,無,0.24,0.23,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,100.0,7.1,701,317.0,290,1063,1153,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FFRJ003,,12.00000029,38.61666666
33,2番目,FEEJ00343530D2Z,1,2,無,0.17,0.16,0.043,0.045,0.045,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,445,351.0,290,1063,1153,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.61666666
33,1番目,FEEJ00343530D3-,1,2,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,215,351.0,290,1063,1153,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,38.61666666
39,4番目,FFRJ0034352FCBE,18,20,無,0.24,0.23,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,100.0,7.1,931,317.0,290,1068,1163,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FFRJ003,,11.99999966,38.71666666
39,3番目,ECAJ012435307C$,9,15,無,0.15,0.16,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,7.4,630,405.0,290,1068,1163,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,11.99999966,38.71666666
39,2番目,FEEJ00343530D0X,1,2,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,445,351.0,290,1068,1163,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,38.71666666
39,1番目,FEEJ00343530D1Y,1,2,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,215,351.0,290,1068,1163,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,38.71666666
30,4番目,FFRJ0034352FCCF,18,20,無,0.22,0.22,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,100.0,7.1,931,317.0,290,1056,1170,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FFRJ003,,12.9999999,38.75
41,3番目,FHFJ0024352FCFI,18,20,無,0.24,0.23,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,100.0,7.1,701,317.0,290,1076,1149,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FHFJ002,,11.99999966,38.76666667
30,3番目,ECAJ0124353078Z,9,15,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,7.4,630,405.0,290,1056,1170,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,12.00000029,38.75
41,4番目,ECAJ0124353079-,9,15,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,7.4,860,405.0,290,1076,1149,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,13.00000052,38.76666667
40,2番目,ECAJ0124353075W,9,15,無,0.16,0.16,0.043,0.045,0.046,-0.08,タンク1,タンク1,50.8,60,70.3,7.4,400,405.0,290,1088,1161,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,12.9999999,38.78333334
49,2番目,FEEJ003435316B ,1,2,無,0.17,0.18,0.044,0.045,0.045,0.05,タンク1,タンク2,50.8,60,70.3,9.9,445,351.0,290,1101,1138,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.83333334
49,1番目,FEEJ003435316C$,1,2,無,0.17,0.18,0.044,0.045,0.045,0.05,タンク1,タンク2,50.8,60,70.3,9.9,215,351.0,290,1101,1138,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.83333334
35,4番目,ERGJ0214352F1C4,18,29,無,0.24,0.24,0.044,0.045,0.045,0.05,タンク1,タンク2,50.8,60,100.0,7.1,833,402.0,290,1091,1142,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ERGJ021,,12.9999999,38.88333333
35,3番目,ECAJ0124352E12-,9,15,無,0.15,0.16,0.044,0.045,0.045,0.05,タンク1,タンク2,50.8,60,70.3,7.4,630,405.0,290,1091,1142,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,12.9999999,38.88333333
35,2番目,FEEJ0034353169-,1,2,無,0.17,0.18,0.044,0.045,0.045,0.05,タンク1,タンク2,50.8,60,70.3,9.9,445,351.0,290,1091,1142,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.88333333
35,1番目,FEEJ003435316A.,1,2,無,0.17,0.18,0.044,0.045,0.045,0.05,タンク1,タンク2,50.8,60,70.3,9.9,215,351.0,290,1091,1142,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.88333333
7,4番目,ECAJ0124352E0C2,9,15,無,0.17,0.17,0.044,0.045,0.045,0.049,タンク1,タンク2,50.8,60,70.3,7.4,860,405.0,290,1094,1142,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,12.9999999,38.8
7,3番目,FHFJ0024352FD04,18,20,無,0.24,0.23,0.044,0.045,0.045,0.049,タンク1,タンク2,50.8,60,100.0,7.1,701,317.0,290,1094,1142,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FHFJ002,,12.00000029,38.8
7,2番目,FEEJ0034353168Z,1,2,無,0.15,0.16,0.044,0.045,0.045,0.049,タンク1,タンク2,50.8,60,70.3,9.9,445,351.0,290,1094,1142,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.8
7,1番目,FEEJ0034353167Y,1,2,無,0.17,0.17,0.044,0.045,0.045,0.049,タンク1,タンク2,50.8,60,70.3,9.9,215,351.0,290,1094,1142,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,38.8
11,4番目,ECAJ0124353074V,9,15,無,0.17,0.17,0.044,0.045,0.045,0.044,タンク1,タンク2,50.8,60,70.3,7.4,860,405.0,290,1074,1143,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,20.99999988,38.76666667
11,3番目,FHFJ0024352FD15,18,20,無,0.24,0.23,0.044,0.045,0.045,0.045,タンク1,タンク2,50.8,60,100.0,7.1,701,317.0,290,1074,1143,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FHFJ002,,11.99999966,38.76666667
11,2番目,FEEJ0034353165W,1,2,無,0.16,0.16,0.044,0.045,0.045,0.047,タンク1,タンク2,50.8,60,70.3,9.9,445,351.0,290,1074,1143,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.76666667
11,1番目,FEEJ0034353166X,1,2,無,0.17,0.17,0.044,0.045,0.045,0.047,タンク1,タンク2,50.8,60,70.3,9.9,215,351.0,290,1074,1143,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,38.76666667
40,3番目,FFRJ0034352FCAD,18,20,無,0.24,0.23,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,100.0,7.1,701,317.0,290,1088,1161,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FFRJ003,,12.9999999,38.78333334
40,1番目,FEEJ00343530D7/,1,2,無,0.17,0.17,0.043,0.045,0.045,-0.019,タンク1,タンク1,50.8,60,70.3,9.9,215,351.0,290,1088,1161,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.78333334
30,2番目,FEEJ00343530CE3,1,2,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,445,351.0,290,1056,1170,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.75
30,1番目,FEEJ00343530CF4,1,2,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,215,351.0,290,1056,1170,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.75
2,4番目,FLTJ0014352FC9C,18,20,無,0.24,0.23,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,100.0,7.1,931,317.0,290,1057,1172,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FLTJ001,,12.00000029,38.69999999
36,1番目,ECAJ01243528EDB,9,15,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,7.4,170,405.0,290,1064,1174,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,12.9999999,38.98333333
21,3番目,ETFJ0044340E14Z,5,7,無,0.19,0.19,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,620,370.0,290,1076,1181,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ETFJ004,,11.00000006,38.83333334
21,2番目,ECAJ0124352E0B1,9,15,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,7.4,400,405.0,290,1076,1181,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,12.9999999,38.83333334
21,1番目,EZHJ008435308E%,1,1,無,0.17,0.17,0.043,0.044,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1076,1181,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.83333334
38,4番目,ETFJ0044352FC8B,5,7,無,0.19,0.19,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,850,370.0,290,1074,1159,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ETFJ004,,11.00000006,39.08333333
38,3番目,ECAJ0124352E11Z,9,15,無,0.17,0.17,0.043,0.044,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,7.4,630,405.0,290,1074,1159,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,11.99999966,39.08333333
38,2番目,EZHJ008435308D+,1,1,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1074,1159,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.08333333
38,1番目,EZHJ0084352FE5A,1,1,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1074,1159,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.08333333
22,4番目,ECAJ0124352E0E4,9,15,無,0.16,0.16,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,7.4,860,405.0,290,1102,1156,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,13.00000052,39.11666666
22,3番目,EWRJ0044352F7CA,6,35,無,0.15,0.15,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,571,366.8,290,1102,1156,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EWRJ004,,9.999999823,39.11666666
22,2番目,EZHJ0084352FE6B,1,1,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1102,1156,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.11666666
22,1番目,EZHJ0084353092V,1,1,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1102,1156,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.11666666
42,4番目,EWRJ0044352F7DB,6,35,無,0.15,0.15,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,801,366.8,290,1101,1150,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EWRJ004,,9.999999823,39.13333333
42,3番目,FCNJ0014352FBFH,5,33,無,0.19,0.19,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,620,356.5,290,1101,1150,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FCNJ001,,9.999999823,39.13333333
42,2番目,EZHJ008435308F0,1,1,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1101,1150,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.13333333
36,2番目,ETFJ0044352FC69,5,7,無,0.17,0.18,0.044,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,390,370.0,290,1064,1174,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,ETFJ004,,11.00000006,38.98333333
34,1番目,FEEJ00343530C5.,1,2,無,0.17,0.17,0.043,0.045,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,215,351.0,290,1054,1178,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,2026/4/6,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.7
