パレットNo,セット位置,製品コード,吐出パターン番号,位置番号,傾き,A剤流圧(Mpa),B剤流圧(Mpa),A剤タンク1圧力(Mpa),A剤タンク2圧力(Mpa),B剤タンク1圧力(Mpa),B剤タンク2圧力(Mpa),A剤使用中タンク,B剤使用中タンク,A剤配合比速度(Hz),B剤配合比速度(Hz),生産総合流速(％),生産吐出時間(sec),X座標,Y座標,Z座標,余熱時間,硬化時間,投入開始日時,取出終了日時,余熱開始日時,余熱終了日時,注入開始日時,注入終了日時,硬化開始日時,硬化終了日時,生産日,製品コード(7桁),リレーケース名,注入時間,パレットR/T（分）
34,2番目,FLVJ0024367153Y,1,2,無,0.21,0.18,-0.029,0.054,0.05,-0.081,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,2251,1394,2026/4/16,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FLVJ002,,15.99999997,943.5166667
48,3番目,EJWJ02643674FBC,6,12,無,0.18,0.16,-0.026,0.05,0.048,-0.084,タンク2,タンク1,50.8,60,62.0,5.0,546,360.0,290,1145,1230,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,9.999999823,41.08333334
48,4番目,EJWJ02643674FCD,6,12,無,0.18,0.16,-0.026,0.05,0.048,-0.084,タンク2,タンク1,50.8,60,62.0,5.0,776,360.0,290,1145,1230,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,11.00000006,41.08333334
46,1番目,FBGJ0084367364 ,1,1,無,0.21,0.18,-0.026,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1129,1208,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,40.71666667
10,1番目,FBGJ00843678BDE,1,1,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1091,1185,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,39.66666667
23,4番目,EWRJ004436775D7,6,35,無,0.18,0.16,-0.024,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,62.0,5.0,801,366.8,290,1106,1197,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EWRJ004,,10.00000045,39.88333334
23,3番目,FCNJ001436787FC,5,33,無,0.21,0.19,-0.024,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,79.0,5.0,620,356.5,290,1106,1197,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FCNJ001,,9.000000218,39.88333334
23,2番目,FBGJ00843678BAB,1,1,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1106,1197,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.88333334
23,1番目,FBGJ00843678BBC,1,1,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1106,1197,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.88333334
8,4番目,EWRJ004436775C6,6,35,無,0.18,0.16,-0.024,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,62.0,5.0,801,366.8,290,1104,1176,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EWRJ004,,11.00000006,39.59999999
8,3番目,FCNJ0014367880+,5,33,無,0.23,0.2,-0.024,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,79.0,5.0,620,356.5,290,1104,1176,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FCNJ001,,8.999999589,39.59999999
8,2番目,FBGJ00843678B89,1,1,無,0.19,0.17,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1104,1176,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,39.59999999
8,1番目,FBGJ00843678B9A,1,1,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1104,1176,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.59999999
19,4番目,EWRJ004436787C9,6,35,無,0.18,0.16,-0.024,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,62.0,5.0,801,366.8,290,1108,1175,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EWRJ004,,11.00000006,39.58333333
19,3番目,FCNJ001436787DA,5,33,無,0.23,0.2,-0.024,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,79.0,5.0,620,356.5,290,1108,1175,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FCNJ001,,9.999999823,39.58333333
19,2番目,FBGJ00843678B78,1,1,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1108,1175,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.58333333
19,1番目,FBGJ00843678B67,1,1,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1108,1175,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,39.58333333
26,4番目,EUNJ0134366EC29,6,35,無,0.18,0.16,-0.025,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,62.0,5.0,801,366.8,290,1105,1173,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EUNJ013,,11.00000006,39.58333333
26,3番目,FCNJ001436787EB,5,33,無,0.23,0.2,-0.024,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,79.0,5.0,620,356.5,290,1105,1173,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FCNJ001,,9.000000218,39.58333333
10,2番目,FBGJ00843678BCD,1,1,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1091,1185,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,13.9999995,39.66666667
26,2番目,FBGJ00843678B45,1,1,無,0.2,0.18,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1105,1173,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,39.58333333
10,3番目,EYWJ00243678831,5,7,無,0.23,0.2,-0.024,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,79.0,5.0,620,370.0,290,1091,1185,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EYWJ002,,9.999999823,39.66666667
31,1番目,FBGJ00843679360,1,1,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1095,1191,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.61666667
25,2番目,FBGJ008436793D7,1,1,無,0.2,0.18,-0.023,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1092,1203,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,39.83333333
25,1番目,FBGJ008436793E8,1,1,無,0.19,0.17,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1092,1203,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.83333333
24,4番目,FFRJ00343678D9C,18,20,無,0.3,0.25,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,100.0,7.1,931,317.0,290,1086,1198,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FFRJ003,,12.9999999,39.78333333
24,3番目,FHFJ00243678DBE,18,20,無,0.3,0.25,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,100.0,7.1,701,317.0,290,1086,1198,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FHFJ002,,12.00000029,39.78333333
24,2番目,FBGJ008436793B5,1,1,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1086,1198,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,13.9999995,39.78333333
24,1番目,FBGJ008436793C6,1,1,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1086,1198,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.78333333
5,3番目,ETFJ00443678853,5,7,無,0.23,0.2,-0.024,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,79.0,5.0,620,370.0,290,1102,1206,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,ETFJ004,,11.00000006,39.78333333
5,2番目,FBGJ00843679393,1,1,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1102,1206,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,39.78333333
5,1番目,FBGJ008436793A4,1,1,無,0.2,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1102,1206,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.78333333
18,3番目,ETFJ00443678842,5,7,無,0.23,0.2,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,79.0,5.0,620,370.0,290,1094,1195,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,ETFJ004,,9.999999823,39.71666667
18,2番目,FBGJ00843679371,1,1,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1094,1195,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.71666667
18,1番目,FBGJ00843679382,1,1,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1094,1195,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,39.71666667
31,4番目,EYWJ0024367881%,5,7,無,0.23,0.2,-0.024,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,79.0,5.0,850,370.0,290,1095,1191,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EYWJ002,,11.00000006,39.61666667
31,3番目,EJHJ01243678D47,7,20,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.7,701,317.0,290,1095,1191,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EJHJ012,,14.00000013,39.61666667
31,2番目,FBGJ00843678BEF,1,1,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1095,1191,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.61666667
10,4番目,EYWJ00243678820,5,7,無,0.23,0.2,-0.024,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,79.0,5.0,850,370.0,290,1091,1185,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EYWJ002,,11.00000006,39.66666667
12,2番目,FLVJ0024367CE19,1,2,無,0.19,0.17,-0.02,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1751,1320,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FLVJ002,,15.00000036,52.83333333
26,1番目,FBGJ00843678B56,1,1,無,0.21,0.18,-0.024,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1105,1173,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.58333333
12,2番目,FBGJ00843678B23,1,1,無,0.21,0.18,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1113,1178,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.63333334
16,4番目,EJWJ0264367504Y,6,12,無,0.17,0.16,-0.025,0.05,0.048,-0.084,タンク2,タンク1,50.8,60,62.0,5.0,776,360.0,290,1139,1201,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,11.00000006,40.53333334
16,3番目,EYDJ0234367506-,16,11,無,0.21,0.18,-0.025,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,70.3,8.9,631,356.8,290,1139,1201,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EYDJ023,,13.9999995,40.53333334
16,2番目,FBGJ0084367368%,1,1,無,0.21,0.18,-0.025,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1139,1201,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,40.53333334
16,1番目,FBGJ0084367362-,1,1,無,0.19,0.18,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1139,1201,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,13.9999995,40.53333334
4,4番目,EJWJ02643674FFG,6,12,無,0.18,0.16,-0.025,0.05,0.048,-0.084,タンク2,タンク1,50.8,60,62.0,5.0,776,360.0,290,1133,1203,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,9.999999823,40.60000001
4,3番目,EJWJ0264367502W,6,12,無,0.18,0.16,-0.025,0.05,0.048,-0.084,タンク2,タンク1,50.8,60,62.0,5.0,546,360.0,290,1133,1203,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,9.999999823,40.60000001
4,2番目,FBGJ0084367361Z,1,1,無,0.21,0.18,-0.025,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1133,1203,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,40.60000001
4,1番目,FBGJ0084367366/,1,1,無,0.21,0.18,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1133,1203,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,40.60000001
51,4番目,EJWJ0264367503X,6,12,無,0.18,0.16,-0.026,0.05,0.048,-0.084,タンク2,タンク1,50.8,60,62.0,5.0,776,360.0,290,1131,1207,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,11.00000006,40.61666667
51,3番目,EJWJ0264367500U,6,12,無,0.18,0.16,-0.026,0.05,0.048,-0.084,タンク2,タンク1,50.8,60,62.0,5.0,546,360.0,290,1131,1207,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,9.999999823,40.61666667
51,2番目,FBGJ0084367365$,1,1,無,0.21,0.18,-0.026,0.05,0.048,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1131,1207,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,40.61666667
51,1番目,FBGJ0084367363.,1,1,無,0.2,0.18,-0.026,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1131,1207,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,40.61666667
46,4番目,EJWJ02643674FDE,6,12,無,0.18,0.16,-0.026,0.05,0.048,-0.084,タンク2,タンク1,50.8,60,62.0,5.0,776,360.0,290,1129,1208,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,9.999999823,40.71666667
46,3番目,EJWJ02643674FEF,6,12,無,0.18,0.16,-0.026,0.05,0.048,-0.084,タンク2,タンク1,50.8,60,62.0,5.0,546,360.0,290,1129,1208,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,8.999999589,40.71666667
46,2番目,EWAJ00643671AB4,2,8,無,0.21,0.18,-0.026,0.05,0.048,-0.084,タンク2,タンク1,50.8,60,70.3,10.4,448,448.0,290,1129,1208,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EWAJ006,リレ－ケ－ス本体　　　　　　　　　　　ＥＳＮ－Ａ,14.99999973,40.71666667
9,1番目,FBGJ008436736B2,1,1,無,0.21,0.18,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1137,1185,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,40.41666666
12,3番目,EZGJ001436775B5,6,35,無,0.17,0.16,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,62.0,5.0,571,366.8,290,1113,1178,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EZGJ001,,11.00000006,39.63333334
9,2番目,FBGJ008436736A1,1,1,無,0.21,0.18,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1137,1185,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,40.41666666
9,4番目,EYDJ023436750A/,16,11,無,0.21,0.18,-0.025,0.049,0.048,-0.084,タンク2,タンク1,50.8,60,70.3,8.9,861,356.8,290,1137,1185,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EYDJ023,,14.00000013,40.41666666
12,1番目,FBGJ00843678B34,1,1,無,0.21,0.18,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1113,1178,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,39.63333334
13,4番目,ERGJ021436775A4,18,29,無,0.31,0.25,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,100.0,7.1,833,402.0,290,1118,1173,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,ERGJ021,,13.00000052,39.89999999
13,3番目,EYDJ0234367509$,16,11,無,0.21,0.18,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,8.9,631,356.8,290,1118,1173,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EYDJ023,,13.9999995,39.89999999
13,2番目,FBGJ00843678B01,1,1,無,0.21,0.18,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1118,1173,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.89999999
13,1番目,FBGJ00843678B12,1,1,無,0.21,0.18,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1118,1173,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.89999999
15,4番目,ERGJ02143677593,18,29,無,0.29,0.24,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,100.0,7.1,833,402.0,290,1121,1188,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,ERGJ021,,12.9999999,40.13333334
15,3番目,EYDJ0234367507.,16,11,無,0.21,0.18,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,8.9,631,356.8,290,1121,1188,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EYDJ023,,14.00000013,40.13333334
15,2番目,FBGJ00843678AEE,1,1,無,0.21,0.18,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1121,1188,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,40.13333334
15,1番目,FBGJ00843678AFF,1,1,無,0.21,0.18,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1121,1188,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,40.13333334
17,3番目,EYDJ023436751F3,16,11,無,0.19,0.17,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,8.9,631,356.8,290,1124,1191,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,EYDJ023,,14.00000013,40.13333333
17,2番目,FBGJ00843673690,1,1,無,0.21,0.18,-0.025,0.049,0.047,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1124,1191,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,2026/4/17,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,40.13333333
